Date,Close,High,Low,Open,MA5,MA10,ROC5,Predicted_Trend
2020-04-14,107.63200378417967,107.7490005493164,107.072998046875,107.6230010986328,108.327001953125,108.50110092163087,-0.011634618011841735,0
2020-04-15,107.10399627685548,107.83699798583984,106.93000030517578,107.10399627685548,108.03760070800782,108.40680084228515,-0.013330196794390514,0
2020-04-16,107.61599731445312,108.0770034790039,107.18599700927734,107.60900115966795,107.85059967041016,108.30050048828124,-0.008613510390816037,0
2020-04-17,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.72719879150391,108.18530044555663,-0.005684004572112267,0
2020-04-18,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.64399871826171,108.11220016479493,-0.0038394127556014013,0
2020-04-19,107.93399810791016,107.94300079345705,107.30599975585938,107.94499969482422,107.70439758300782,108.01569976806641,0.0028058041578045145,0
2020-04-20,107.68900299072266,107.9459991455078,107.60199737548828,107.66999816894533,107.82139892578125,107.92949981689453,0.005462043753764023,0
2020-04-21,107.6709976196289,107.81199645996094,107.2959976196289,107.66899871826172,107.8323989868164,107.84149932861328,0.0005110792684015486,0
2020-04-22,107.75,107.93099975585938,107.5260009765625,107.72100067138672,107.79559936523438,107.76139907836914,-0.0017047279924365943,0
2020-04-23,107.81199645996094,107.97000122070312,107.3499984741211,107.81300354003906,107.77119903564453,107.70759887695313,-0.0011303356689079669,0
2020-04-24,107.64900207519533,107.75,107.41300201416016,107.66699981689452,107.71419982910156,107.70929870605468,-0.0026404658190266606,0
2020-04-25,107.64900207519533,107.75,107.41300201416016,107.66699981689452,107.7061996459961,107.76379928588867,-0.00037144847121273195,0
2020-04-26,107.64900207519533,107.75,107.41300201416016,107.66699981689452,107.70180053710938,107.7670997619629,-0.00020428476488421055,0
2020-04-27,107.50399780273438,107.61599731445312,107.0,107.49500274658205,107.65260009765625,107.7240997314453,-0.0022830830372679856,0
2020-04-28,107.28600311279295,107.33399963378906,106.56199645996094,107.28299713134766,107.54740142822266,107.6593002319336,-0.004878801658805387,0
2020-04-29,106.7519989013672,106.75800323486328,106.36399841308594,106.74099731445312,107.36800079345703,107.5411003112793,-0.008332665947070717,0
2020-04-30,106.60099792480467,107.10800170898438,106.41600036621094,106.61000061035156,107.15839996337891,107.4322998046875,-0.00973538193748047,0
2020-05-01,107.30500030517578,107.39900207519533,106.61000061035156,107.28500366210938,107.089599609375,107.39570007324218,-0.0031955871711588646,0
2020-05-02,107.30500030517578,107.39900207519533,106.61000061035156,107.28500366210938,107.04980010986328,107.35120010375977,-0.0018510706729599757,0
2020-05-03,107.30500030517578,107.39900207519533,106.61000061035156,107.28500366210938,107.05359954833985,107.30050048828124,0.00017707055749727196,0
2020-05-04,106.7509994506836,107.05500030517578,106.6719970703125,106.73799896240234,107.05339965820312,107.21070022583008,-9.362360366971245e-06,0
2020-05-05,106.68299865722656,106.88899993896484,106.48400115966795,106.6969985961914,107.0697998046875,107.11409988403321,0.0007692304389095295,0
2020-05-06,106.43099975585938,106.43099975585938,106.02400207519533,106.4520034790039,106.89499969482422,106.9922996520996,-0.008145012318445,0
2020-05-07,106.20999908447266,106.64600372314452,106.13899993896484,106.19100189208984,106.67599945068359,106.86289978027344,-0.010204568450574936,0
2020-05-08,106.38999938964844,106.72000122070312,106.23300170898438,106.35900115966795,106.49299926757813,106.77329940795899,-0.008527104169657296,0
2020-05-09,106.38999938964844,106.72000122070312,106.23300170898438,106.35900115966795,106.4207992553711,106.7370994567871,-0.003381701931530201,0
2020-05-10,106.38999938964844,106.72000122070312,106.23300170898438,106.35900115966795,106.36219940185546,106.71599960327148,-0.002746447618326986,0
2020-05-11,106.90499877929688,107.72799682617188,106.7750015258789,106.91899871826172,106.45699920654297,106.67599945068359,0.004453580484302444,0
2020-05-12,107.58799743652344,107.6729965209961,107.21600341796876,107.56600189208984,106.73259887695312,106.70429916381836,0.012974280801516747,0
2020-05-13,107.16300201416016,107.2509994506836,106.76200103759766,107.13800048828124,106.88719940185547,106.69009933471679,0.007265745172914562,0
2020-05-14,106.91400146484376,107.16400146484376,106.78500366210938,106.93299865722656,106.99199981689453,106.7063995361328,0.004925294465659258,0
2020-05-15,107.36100006103516,107.43199920654295,106.8759994506836,107.36499786376952,107.18619995117187,106.77419967651367,0.009126803994334853,0
2020-05-16,107.36100006103516,107.43199920654295,106.8759994506836,107.36499786376952,107.27740020751953,106.86719970703125,0.004265481380152147,0
2020-05-17,107.36100006103516,107.43199920654295,106.8759994506836,107.36499786376952,107.23200073242188,106.9822998046875,-0.002109876388601939,0
2020-05-18,107.22899627685548,107.49500274658205,107.06700134277344,107.20800018310548,107.24519958496094,107.0661994934082,0.0006158306640813294,0
2020-05-19,107.3769989013672,108.0739974975586,107.30500030517578,107.38099670410156,107.33779907226562,107.16489944458007,0.004330559423273428,0
2020-05-20,107.81900024414062,107.9749984741211,107.34600067138672,107.80999755859376,107.42939910888671,107.3077995300293,0.0042659828321744975,0
2020-05-21,107.5989990234375,107.84700012207033,107.5749969482422,107.59100341796876,107.47699890136718,107.37719955444337,0.002216810222213317,0
2020-05-22,107.63400268554688,107.76000213623048,107.33399963378906,107.63099670410156,107.53159942626954,107.38180007934571,0.002542847256978842,0
2020-05-23,107.63400268554688,107.76000213623048,107.33399963378906,107.63099670410156,107.61260070800782,107.42890014648438,0.003777023219033948,0
2020-05-24,107.63400268554688,107.76000213623048,107.33399963378906,107.63099670410156,107.66400146484375,107.50090026855469,0.002393471477217801,0
2020-05-25,107.73999786376952,107.77200317382812,107.62999725341795,107.73500061035156,107.64820098876953,107.53880004882812,-0.0007327315240561738,0
2020-05-26,107.69000244140624,107.91600036621094,107.40299987792967,107.68699645996094,107.66640167236328,107.57170028686524,0.0008457645405131053,0
2020-05-27,107.48899841308594,107.93199920654295,107.37200164794922,107.49099731445312,107.6374008178711,107.58450012207031,-0.0013471976219686654,0
2020-05-28,107.8030014038086,107.89600372314452,107.5790023803711,107.7979965209961,107.67120056152343,107.64190063476562,0.0015701238832068753,0
2020-05-29,107.6259994506836,107.81199645996094,107.08999633789062,107.64299774169922,107.66959991455079,107.66680068969727,-7.435600891536609e-05,0
2020-05-30,107.6259994506836,107.81199645996094,107.08999633789062,107.64299774169922,107.6468002319336,107.64750061035156,-0.001058088132042334,0
2020-05-31,107.6259994506836,107.81199645996094,107.08999633789062,107.64299774169922,107.63399963378906,107.65020065307617,-0.0005943262073697664,0
2020-06-01,107.71399688720705,107.8499984741211,107.3939971923828,107.70800018310548,107.67899932861329,107.65820007324218,0.002093223282781276,0
2020-06-02,107.5459976196289,108.65799713134766,107.51699829101562,107.5479965209961,107.62759857177734,107.64939956665039,-0.0023840132541115278,0
2020-06-03,108.81800079345705,108.9739990234375,108.4209976196289,108.80899810791016,107.86599884033203,107.7677993774414,0.01107540323766898,0
2020-06-04,108.9810028076172,109.15299987792967,108.61900329589844,108.9990005493164,108.13699951171876,107.89189987182617,0.01258992589011454,0
2020-06-05,109.12000274658205,109.84600067138672,109.0479965209961,109.1500015258789,108.43580017089843,108.03489990234375,0.013881434816157334,0
2020-06-06,109.12000274658205,109.84600067138672,109.0479965209961,109.1500015258789,108.71700134277344,108.19800033569337,0.013053139796189273,0
2020-06-07,109.12000274658205,109.84600067138672,109.0479965209961,109.1500015258789,109.03180236816408,108.32970046997073,0.01463564578683929,0
2020-06-08,109.58999633789062,109.5999984741211,108.41300201416016,109.63400268554688,109.1862014770508,108.52610015869143,0.007094373530155851,0
2020-06-09,108.36900329589844,108.36900329589844,107.64600372314452,108.40899658203124,109.06380157470706,108.60040054321291,-0.005615653150110256,0
2020-06-10,107.81700134277344,107.86699676513672,107.177001953125,107.7969970703125,108.8032012939453,108.6195007324219,-0.011940994968948737,0
2020-06-11,107.01499938964844,107.22699737548828,106.5979995727539,106.9810028076172,108.3822006225586,108.54960098266604,-0.01929071942769489,0
2020-06-12,106.8219985961914,107.5510025024414,106.60099792480467,106.8030014038086,107.92259979248047,108.47720108032229,-0.021059421669256007,0
2020-06-13,106.8219985961914,107.5510025024414,106.60099792480467,106.8030014038086,107.36900024414062,108.2776008605957,-0.025257759231644306,0
2020-06-14,106.8219985961914,107.5510025024414,106.60099792480467,106.8030014038086,107.05959930419922,108.06170043945312,-0.014275343065424106,0
2020-06-15,107.30699920654295,107.47699737548828,107.0,107.31099700927734,106.95759887695313,107.88040008544922,-0.004730257101188351,0
2020-06-16,107.46499633789062,107.62000274658205,107.23999786376952,107.46399688720705,107.04759826660157,107.71489944458008,0.004204989495012024,0
2020-06-17,107.37999725341795,107.43699645996094,107.16300201416016,107.41000366210938,107.15919799804688,107.54089889526367,0.005223630568230497,0
2020-06-18,106.86299896240234,107.1230010986328,106.66600036621094,106.8939971923828,107.16739807128906,107.26819915771485,0.0003838195011303114,0
2020-06-19,106.99199676513672,107.04000091552734,106.77200317382812,107.00599670410156,107.20139770507812,107.13049850463867,0.0015914153561940036,0
2020-06-20,106.99199676513672,107.04000091552734,106.77200317382812,107.00599670410156,107.13839721679688,107.047998046875,-0.0029355255830043614,0
2020-06-21,106.99199676513672,107.04000091552734,106.77200317382812,107.00599670410156,107.04379730224609,107.04569778442382,-0.004401429199017537,0
2020-06-22,106.81800079345705,106.9980010986328,106.78299713134766,106.83100128173828,106.9313980102539,107.0452980041504,-0.005233716468017735,0
2020-06-23,106.88600158691406,107.21700286865234,106.08200073242188,106.90299987792967,106.93599853515624,107.05169830322265,0.00021525340609063193,0
2020-06-24,106.41300201416016,106.97599792480467,106.38400268554688,106.43199920654295,106.82019958496093,107.01079864501953,-0.0054115706639958905,0
2020-06-25,107.03199768066406,107.44499969482422,107.02999877929688,107.04399871826172,106.82819976806641,106.98329849243164,0.0003738682961040851,0
2020-06-26,107.15299987792967,107.3489990234375,106.7979965209961,107.15499877929688,106.860400390625,106.95209884643555,0.0015048145437119853,0
2020-06-27,107.15299987792967,107.3489990234375,106.7979965209961,107.15499877929688,106.92740020751953,106.92939910888671,0.0031361669567322448,0
2020-06-28,107.15299987792967,107.3489990234375,106.7979965209961,107.15499877929688,106.98079986572266,106.95839920043946,0.0024979724851854623,0
2020-06-29,107.22200012207033,107.87999725341795,107.0510025024414,107.21800231933594,107.1425994873047,106.98139953613281,0.00760243666279159,0
2020-06-30,107.60099792480467,107.9219970703125,107.52999877929688,107.58999633789062,107.25639953613282,107.04229965209962,0.00531616952379288,0
2020-07-01,107.98500061035156,108.15799713134766,107.36799621582033,107.98899841308594,107.42279968261718,107.1416000366211,0.007764605128831814,0
2020-07-02,107.35800170898438,107.71700286865234,107.34700012207033,107.36599731445312,107.46380004882812,107.19560012817382,0.0019131693119953663,0
2020-07-03,107.50900268554688,107.56600189208984,107.43900299072266,107.49700164794922,107.53500061035156,107.25790023803711,0.0033223783563947062,0
2020-07-04,107.50900268554688,107.56600189208984,107.43900299072266,107.49700164794922,107.59240112304687,107.36750030517578,0.0026767133904403995,0
2020-07-05,107.50900268554688,107.56600189208984,107.43900299072266,107.49700164794922,107.57400207519531,107.41520080566406,-0.0008549664132491142,0
2020-07-06,107.5790023803711,107.7699966430664,107.43399810791016,107.5790023803711,107.49280242919922,107.4578010559082,-0.0037597650385302606,0
2020-07-07,107.35299682617188,107.78800201416016,107.2300033569336,107.35900115966795,107.49180145263672,107.47780075073243,-4.6618628633421366e-05,0
2020-07-08,107.5739974975586,107.70500183105467,107.38700103759766,107.5780029296875,107.50480041503906,107.51990051269532,0.0006045522736530806,0
2020-07-09,107.26499938964844,107.39199829101562,107.10299682617188,107.28299713134766,107.45599975585938,107.52420043945312,-0.002269608030986192,0
2020-07-10,107.23300170898438,107.26200103759766,106.66500091552734,107.23600006103516,107.40079956054687,107.48740081787109,-0.0025672359492513452,0
2020-07-11,107.23300170898438,107.26200103759766,106.66500091552734,107.23600006103516,107.33159942626953,107.41220092773438,-0.003216247257651239,0
2020-07-12,107.23300170898438,107.26200103759766,106.66500091552734,107.23600006103516,107.30760040283204,107.39970092773437,-0.0011177621560187756,0
2020-07-13,106.91200256347656,107.31099700927734,106.78800201416016,106.91000366210938,107.17520141601562,107.34000091552734,-0.006153856410300751,0
2020-07-14,107.29000091552734,107.41200256347656,107.12000274658205,107.2760009765625,107.18020172119141,107.31810073852539,0.00023308186287396282,0
2020-07-15,107.24500274658205,107.30500030517578,106.66300201416016,107.24500274658205,107.18260192871094,107.29170074462891,0.00011191552419886897,0
2020-07-16,106.88400268554688,107.1969985961914,106.83799743652344,106.91699981689452,107.11280212402343,107.22220077514649,-0.0032545859751705875,0
2020-07-17,107.28800201416016,107.35299682617188,107.05999755859376,107.27799987792967,107.1238021850586,107.21570129394532,0.0005129046496810119,0
2020-07-18,107.28800201416016,107.35299682617188,107.05999755859376,107.27799987792967,107.19900207519531,107.18710174560547,0.0035169058821094,0
2020-07-19,107.28800201416016,107.35299682617188,107.05999755859376,107.27799987792967,107.19860229492187,107.18940200805665,-1.863082626651913e-05,0
2020-07-20,107.0770034790039,107.5,107.03700256347656,107.08999633789062,107.16500244140624,107.17380218505859,-0.0015664997274988934,0
2020-07-21,107.1709976196289,107.36399841308594,106.80500030517578,107.1959991455078,107.22240142822265,107.16760177612305,0.0026851065348514336,0
2020-07-22,106.81400299072266,107.2020034790039,106.71800231933594,106.83200073242188,107.12760162353516,107.12570190429688,-0.0044180058770685315,0
2020-07-23,107.16600036621094,107.21600341796876,106.83300018310548,107.1750030517578,107.10320129394532,107.1511016845703,-0.0011371415783576477,0
2020-07-24,106.83599853515624,106.83599853515624,105.75900268554688,106.83799743652344,107.01280059814454,107.1057014465332,-0.004212991858532966,0
2020-07-25,106.83599853515624,106.83599853515624,105.75900268554688,106.83799743652344,106.964599609375,107.06480102539062,-0.002250762871739531,0
2020-07-26,106.83599853515624,106.83599853515624,105.75900268554688,106.83799743652344,106.89759979248046,107.06000061035157,-0.003125837137969434,0
2020-07-27,105.95600128173828,106.0469970703125,105.12100219726562,105.99299621582033,106.72599945068359,106.92680053710937,-0.008032670670145126,0
2020-07-28,105.29100036621094,105.6790008544922,104.95800018310548,105.26100158691406,106.35099945068359,106.72710037231445,-0.017496220756515024,0
2020-07-29,105.11000061035156,105.22799682617188,104.8000030517578,105.10700225830078,106.00579986572265,106.5093002319336,-0.01615558377765991,0
2020-07-30,105.01599884033205,105.28800201416016,104.91200256347656,105.03199768066406,105.64179992675781,106.3031997680664,-0.017035453590348415,0
2020-07-31,104.66699981689452,105.7959976196289,104.1989974975586,104.68299865722656,105.20800018310547,106.05279998779297,-0.02030213362538069,0
2020-08-01,104.66699981689452,105.7959976196289,104.1989974975586,104.68299865722656,104.95019989013672,105.83809967041016,-0.012165440836298558,0
2020-08-02,104.66699981689452,105.7959976196289,104.1989974975586,104.68299865722656,104.82539978027344,105.58819961547852,-0.005926437655128125,0
2020-08-03,105.84500122070312,106.4290008544922,105.5790023803711,105.86599731445312,104.97239990234375,105.48909988403321,0.006992680107350102,0
2020-08-04,106.0469970703125,106.19200134277344,105.72699737548828,106.02999877929688,105.17859954833985,105.41019973754882,0.009817534864835276,0
2020-08-05,105.59700012207033,105.86399841308594,105.3280029296875,105.61399841308594,105.364599609375,105.28629989624024,0.008885324952494722,0
2020-08-06,105.5500030517578,105.69100189208984,105.302001953125,105.5530014038086,105.54120025634765,105.24570007324219,0.008436309786351126,0
2020-08-07,105.56099700927734,106.04199981689452,105.4800033569336,105.58100128173828,105.71999969482422,105.27269973754883,0.008541347262716936,0
2020-08-08,105.56099700927734,106.04199981689452,105.4800033569336,105.58100128173828,105.66319885253907,105.3177993774414,-0.0026832085422114904,0
2020-08-09,105.56099700927734,106.04199981689452,105.4800033569336,105.58100128173828,105.56599884033203,105.37229919433594,-0.004582874333659115,0
2020-08-10,105.85199737548828,106.19400024414062,105.70999908447266,105.8499984741211,105.61699829101562,105.49079895019531,0.0024148153178895626,0
2020-08-11,105.9980010986328,106.5709991455078,105.94400024414062,105.99199676513672,105.70659790039062,105.62389907836913,0.004244415290592718,0
2020-08-12,106.45800018310548,106.9980010986328,106.45800018310548,106.52100372314452,105.88599853515625,105.80299911499023,0.008497486754026173,0
2020-08-13,106.81199645996094,106.99099731445312,106.56999969482422,106.8219985961914,106.13619842529297,105.89969863891602,0.011850962818906075,0
2020-08-14,106.96499633789062,107.0270004272461,106.4459991455078,106.98600006103516,106.41699829101563,105.99149856567382,0.013300360629313612,0
2020-08-15,106.96499633789062,107.0270004272461,106.4459991455078,106.98600006103516,106.6395980834961,106.12829818725587,0.010514671333543335,0
2020-08-16,106.96499633789062,107.0270004272461,106.4459991455078,106.98600006103516,106.83299713134765,106.26979751586914,0.009122768629929334,0
2020-08-17,106.56900024414062,106.63800048828124,105.9530029296875,106.5540008544922,106.85519714355469,106.37059783935547,0.0010426652843771311,0
2020-08-18,105.98600006103516,105.98600006103516,105.29399871826172,105.99500274658205,106.68999786376953,106.41309814453125,-0.007733180038774101,0
2020-08-19,105.22200012207033,105.75900268554688,105.11399841308594,105.2239990234375,106.34139862060547,106.37919845581055,-0.01629501496278618,0
2020-08-20,106.08999633789062,106.197998046875,105.77200317382812,106.0790023803711,106.16639862060546,106.40299835205079,-0.008180246154881998,0
2020-08-21,105.66899871826172,106.06900024414062,105.4530029296875,105.66500091552734,105.90719909667969,106.37009811401367,-0.012116090908234955,0
2020-08-22,105.66899871826172,106.06900024414062,105.4530029296875,105.66500091552734,105.72719879150391,106.2911979675293,-0.008445246965037456,0
2020-08-23,105.66899871826172,106.06900024414062,105.4530029296875,105.66500091552734,105.66379852294922,106.17689819335938,-0.0029909737379548718,0
2020-08-24,105.90299987792967,105.93900299072266,105.69000244140624,105.8769989013672,105.7999984741211,106.07069854736328,0.006472028236198746,0
